"2016-12-22 08:47:15""2016-12-22 08:48:38""2016-12-22 08:48:43""2016-12-22 08:48:45""2016-12-22 08:48:45""2016-12-22 08:48:45""2016-12-22 08:48:45""2016-12-22 08:48:46""2017-01-05 10:30:44\/index\/login\n""2017-01-05 10:30:44\/Storage\/PicVerificationCode\n"2017-01-05 10:31:29"\/index\/login"
2017-01-05 10:31:29"\/Storage\/PicVerificationCode"
core\Requestcore\Responsecontroller\IndexControllercore\BaseControllermodel\Usercore\ModelSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonerSymfony\Component\VarDumper\Cloner\VarClonercore\Route
core\Log
core\Config
[2017-01-22 10:01:32] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:03:05] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
[2017-01-22 10:03:25] /index/signin
[2017-01-22 10:03:42] /index/signin
core\Route
core\Log
core\Config
[2017-01-22 10:04:05] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:04:39] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:05:52] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:06:01] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:06:26] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:07:40] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
core\Route
core\Log
core\Config
[2017-01-22 10:08:03] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
[2017-01-22 10:08:03] model\User Object
(
    [account] => 
    [password] => 
    [status] => 
    [nickname] => 
    [telphone] => 
    [email] => 
    [headImg] => 
    [tokens] => 
    [id:protected] => 
    [createTime:protected] => 
    [updateTime:protected] => 
    [exist:protected] => 
    [tableName:protected] => User
    [db:protected] => core\DBConnect Object
        (
        )

)

Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:08:43] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
[2017-01-22 10:08:43] Array
(
    [columns] => *
    [conditions] => Array
        (
            [account] => admin
        )

)

Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
core\Route
core\Log
core\Config
[2017-01-22 10:09:23] /index/signin
core\Request
core\Response
controller\IndexController
core\BaseController
model\User
core\Model
core\DBConnect
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
Symfony\Component\VarDumper\Cloner\VarCloner
